I9_DX,I9_DX_desc,CCI,body_system
20216,MYCOSIS FUNGOIDES PELVIC,Chronic,Neoplasms
20217,MYCOSIS FUNGOIDES SPLEEN,Chronic,Neoplasms
20218,MYCOSIS FUNGOIDES MULT,Chronic,Neoplasms
20220,SEZARYS DISEASE UNSPEC,Chronic,Neoplasms
20221,SEZARYS DISEASE HEAD,Chronic,Neoplasms
20222,SEZARYS DISEASE THORAX,Chronic,Neoplasms
20223,SEZARYS DISEASE ABDOM,Chronic,Neoplasms
20224,SEZARYS DISEASE AXILLA,Chronic,Neoplasms
20225,SEZARYS DISEASE INGUIN,Chronic,Neoplasms
20226,SEZARYS DISEASE PELVIC,Chronic,Neoplasms
20227,SEZARYS DISEASE SPLEEN,Chronic,Neoplasms
20228,SEZARYS DISEASE MULT,Chronic,Neoplasms
20230,MAL HISTIOCYTOSIS UNSPEC,Chronic,Neoplasms
20231,MAL HISTIOCYTOSIS HEAD,Chronic,Neoplasms
20232,MAL HISTIOCYTOSIS THORAX,Chronic,Neoplasms
20233,MAL HISTIOCYTOSIS ABDOM,Chronic,Neoplasms
20234,MAL HISTIOCYTOSIS AXILLA,Chronic,Neoplasms
20235,MAL HISTIOCYTOSIS INGUIN,Chronic,Neoplasms
20236,MAL HISTIOCYTOSIS PELVIC,Chronic,Neoplasms
20237,MAL HISTIOCYTOSIS SPLEEN,Chronic,Neoplasms
20238,MAL HISTIOCYTOSIS MULT,Chronic,Neoplasms
20240,HAIRY-CELL LEUKEM UNSPEC,Chronic,Neoplasms
20241,HAIRY-CELL LEUKEM HEAD,Chronic,Neoplasms
20242,HAIRY-CELL LEUKEM THORAX,Chronic,Neoplasms
20243,HAIRY-CELL LEUKEM ABDOM,Chronic,Neoplasms
20244,HAIRY-CELL LEUKEM AXILLA,Chronic,Neoplasms
20245,HAIRY-CELL LEUKEM INGUIN,Chronic,Neoplasms
20246,HAIRY-CELL LEUKEM PELVIC,Chronic,Neoplasms
20247,HAIRY-CELL LEUKEM SPLEEN,Chronic,Neoplasms
20248,HAIRY-CELL LEUKEM MULT,Chronic,Neoplasms
20250,LETTERER-SIWE DIS UNSPEC,Chronic,Neoplasms
20251,LETTERER-SIWE DIS HEAD,Chronic,Neoplasms
20252,LETTERER-SIWE DIS THORAX,Chronic,Neoplasms
20253,LETTERER-SIWE DIS ABDOM,Chronic,Neoplasms
20254,LETTERER-SIWE DIS AXILLA,Chronic,Neoplasms
20255,LETTERER-SIWE DIS INGUIN,Chronic,Neoplasms
20256,LETTERER-SIWE DIS PELVIC,Chronic,Neoplasms
20257,LETTERER-SIWE DIS SPLEEN,Chronic,Neoplasms
20258,LETTERER-SIWE DIS MULT,Chronic,Neoplasms
20260,MAL MASTOCYTOSIS UNSPEC,Chronic,Neoplasms
20261,MAL MASTOCYTOSIS HEAD,Chronic,Neoplasms
20262,MAL MASTOCYTOSIS THORAX,Chronic,Neoplasms
20263,MAL MASTOCYTOSIS ABDOM,Chronic,Neoplasms
20264,MAL MASTOCYTOSIS AXILLA,Chronic,Neoplasms
20265,MAL MASTOCYTOSIS INGUIN,Chronic,Neoplasms
20266,MAL MASTOCYTOSIS PELVIC,Chronic,Neoplasms
20267,MAL MASTOCYTOSIS SPLEEN,Chronic,Neoplasms
20268,MAL MASTOCYTOSIS MULT,Chronic,Neoplasms
20270,PERIPH T CELL LYM XTRNDL (Begin 2007),Chronic,Neoplasms
20271,PERIPH T CELL LYMPH HEAD (Begin 2007),Chronic,Neoplasms
20272,PERIPH T CELL LYM THORAX (Begin 2007),Chronic,Neoplasms
20273,PERIPH T CELL LYM ABDOM (Begin 2007),Chronic,Neoplasms
20274,PERIPH T CELL LYM AXILLA (Begin 2007),Chronic,Neoplasms
20275,PERIPH T CELL LYM INGUIN (Begin 2007),Chronic,Neoplasms
20276,PERIPH T CELL LYM PELVIC (Begin 2007),Chronic,Neoplasms
20277,PERIPH T CELL LYM SPLEEN (Begin 2007),Chronic,Neoplasms
20278,PERIPH T CELL LYM MULTIP (Begin 2007),Chronic,Neoplasms
20280,LYMPHOMA NEC UNSPEC SITE,Chronic,Neoplasms
20281,LYMPHOMAS NEC HEAD,Chronic,Neoplasms
20282,LYMPHOMAS NEC THORAX,Chronic,Neoplasms
20283,LYMPHOMAS NEC ABDOM,Chronic,Neoplasms
20284,LYMPHOMAS NEC AXILLA,Chronic,Neoplasms
20285,LYMPHOMAS NEC INGUIN,Chronic,Neoplasms
20286,LYMPHOMAS NEC PELVIC,Chronic,Neoplasms
20287,LYMPHOMAS NEC SPLEEN,Chronic,Neoplasms
20288,LYMPHOMAS NEC MULT,Chronic,Neoplasms
20290,LYMPHOID MAL NEC UNSPEC,Chronic,Neoplasms
20291,LYMPHOID MAL NEC HEAD,Chronic,Neoplasms
20292,LYMPHOID MAL NEC THORAX,Chronic,Neoplasms
20293,LYMPHOID MAL NEC ABDOM,Chronic,Neoplasms
20294,LYMPHOID MAL NEC AXILLA,Chronic,Neoplasms
20295,LYMPHOID MAL NEC INGUIN,Chronic,Neoplasms
20296,LYMPHOID MAL NEC PELVIC,Chronic,Neoplasms
20297,LYMPHOID MAL NEC SPLEEN,Chronic,Neoplasms
20298,LYMPHOID MAL NEC MULT,Chronic,Neoplasms
2030,MULTIPLE MYELOMA (Begin 1980 End 1991),Chronic,Neoplasms
20300,MULT MYELM W/O REMISSION (Begin 1991),Chronic,Neoplasms
20301,MULT MYELM W REMISSION (Begin 1991),Chronic,Neoplasms
20302,MULT MYELOMA IN RELAPSE (begin 2008),Chronic,Neoplasms
2031,PLASMA CELL LEUKEMIA (Begin 1980 End 1991),Chronic,Neoplasms
20310,PLSM CELL LEUK W/O RMSON (Begin 1991),Chronic,Neoplasms
20311,PLSM CELL LEUK W RMSON (Begin 1991),Chronic,Neoplasms
20312,PLSM CEL LEUK IN RELAPSE (begin 2008),Chronic,Neoplasms
2038,IMMUNOPROLIFERAT NEO NEC (Begin 1980 End 1991),Chronic,Neoplasms
20380,OTH IMNPRFL NPL W/O RMSN (Begin 1991),Chronic,Neoplasms
20381,OTH IMNPRFL NPL W RMSN (Begin 1991),Chronic,Neoplasms
20382,OTH IMNPRLF NEO-RELAPSE (begin 2008),Chronic,Neoplasms
2040,ACUTE LYMPHOID LEUKEMIA (Begin 1980 End 1991),Chronic,Neoplasms
20400,ACT LYM LEUK W/O RMSION (Begin 1991),Chronic,Neoplasms
20401,ACT LYM LEUK W RMSION (Begin 1991),Chronic,Neoplasms
20402,ACT LYMP LEUK IN RELAPSE (begin 2008),Chronic,Neoplasms
2041,CHR LYMPHOID LEUKEMIA (Begin 1980 End 1991),Chronic,Neoplasms
20410,CHR LYM LEUK W/O RMSION (Begin 1991),Chronic,Neoplasms
20411,CHR LYM LEUK W RMSION (Begin 1991),Chronic,Neoplasms
20412,CHR LYMP LEUK IN RELAPSE (begin 2008),Chronic,Neoplasms
2042,SUBAC LYMPHOID LEUKEMIA (Begin 1980 End 1991),Chronic,Neoplasms
20420,SBAC LYM LEUK W/O RMSION (Begin 1991),Chronic,Neoplasms
20421,SBAC LYM LEUK W RMSION (Begin 1991),Chronic,Neoplasms
20422,SBAC LYM LEUK IN RELAPSE (begin 2008),Chronic,Neoplasms
2048,LYMPHOID LEUKEMIA NEC (Begin 1980 End 1991),Chronic,Neoplasms
20480,OTH LYM LEUK W/O RMSION (Begin 1991),Chronic,Neoplasms
20481,OTH LYM LEUK W RMSION (Begin 1991),Chronic,Neoplasms
20482,OTH LYM LEUK IN RELAPSE (begin 2008),Chronic,Neoplasms
2049,LYMPHOID LEUKEMIA NOS (Begin 1980 End 1991),Chronic,Neoplasms
20490,UNS LYM LEUK W/O RMSION (Begin 1991),Chronic,Neoplasms
20491,UNS LYM LEUK W RMSION (Begin 1991),Chronic,Neoplasms
20492,LYMP LEUK NOS RELAPSE (begin 2008),Chronic,Neoplasms
2050,ACUTE MYELOID LEUKEMIA (Begin 1980 End 1991),Chronic,Neoplasms
20500,ACT MYL LEUK W/O RMSION (Begin 1991),Chronic,Neoplasms
20501,ACT MYL LEUK W RMSION (Begin 1991),Chronic,Neoplasms
20502,ACT MYEL LEUK IN RELAPSE (begin 2008),Chronic,Neoplasms
2051,CHRONIC MYELOID LEUKEMIA (Begin 1980 End 1991),Chronic,Neoplasms
20510,CHR MYL LEUK W/O RMSION (Begin 1991),Chronic,Neoplasms
20511,CHR MYL LEUK W RMSION (Begin 1991),Chronic,Neoplasms
20512,CHR MYEL LEUK IN RELAPSE (begin 2008),Chronic,Neoplasms
2052,SUBACUT MYELOID LEUKEMIA (Begin 1980 End 1991),Chronic,Neoplasms
20520,SBAC MYL LEUK W/O RMSION (Begin 1991),Chronic,Neoplasms
20521,SBAC MYL LEUK W RMSION (Begin 1991),Chronic,Neoplasms
20522,SBAC MYL LEUK IN RELAPSE (begin 2008),Chronic,Neoplasms
2053,MYELOID SARCOMA (Begin 1980 End 1991),Chronic,Neoplasms
20530,MYL SRCOMA W/O RMSION (Begin 1991),Chronic,Neoplasms
20531,MYL SRCOMA W RMSION (Begin 1991),Chronic,Neoplasms
20532,MYEL SARCOMA IN RELAPSE (begin 2008),Chronic,Neoplasms
2058,MYELOID LEUKEMIA NEC (Begin 1980 End 1991),Chronic,Neoplasms
20580,OTH MYL LEUK W/O RMSION (Begin 1991),Chronic,Neoplasms
20581,OTH MYL LEUK W RMSION (Begin 1991),Chronic,Neoplasms
20582,OTH MYEL LEUK IN RELAPSE (begin 2008),Chronic,Neoplasms
2059,MYELOID LEUKEMIA NOS (Begin 1980 End 1991),Chronic,Neoplasms
20590,UNS MYL LEUK W/O RMSION (Begin 1991),Chronic,Neoplasms
20591,UNS MYL LEUK W RMSION (Begin 1991),Chronic,Neoplasms
20592,MYEL LEUK NOS IN RELAPSE (begin 2008),Chronic,Neoplasms
2060,ACUTE MONOCYTIC LEUKEMIA (Begin 1980 End 1991),Chronic,Neoplasms
20600,ACT MONO LEUK W/O RMSION (Begin 1991),Chronic,Neoplasms
20601,ACT MONO LEUK W RMSION (Begin 1991),Chronic,Neoplasms
20602,ACT MONO LEUK IN RELAPSE (begin 2008),Chronic,Neoplasms
2061,CHR MONOCYTIC LEUKEMIA (Begin 1980 End 1991),Chronic,Neoplasms
20610,CHR MONO LEUK W/O RMSION (Begin 1991),Chronic,Neoplasms
20611,CHR MONO LEUK W RMSION (Begin 1991),Chronic,Neoplasms
20612,CHR MONO LEUK IN RELAPSE (begin 2008),Chronic,Neoplasms
2062,SUBAC MONOCYTIC LEUKEMIA (Begin 1980 End 1991),Chronic,Neoplasms
20620,SBAC MONO LEUK W/O RMSON (Begin 1991),Chronic,Neoplasms
20621,SBAC MONO LEUK W RMSION (Begin 1991),Chronic,Neoplasms
20622,SBAC MONO LEU IN RELAPSE (begin 2008),Chronic,Neoplasms
2068,MONOCYTIC LEUKEMIA NEC (Begin 1980 End 1991),Chronic,Neoplasms
20680,OTH MONO LEUK W/O RMSION (Begin 1991),Chronic,Neoplasms
20681,OTH MONO LEUK W RMSION (Begin 1991),Chronic,Neoplasms
20682,OTH MONO LEUK IN RELAPSE (begin 2008),Chronic,Neoplasms
2069,MONOCYTIC LEUKEMIA NOS (Begin 1980 End 1991),Chronic,Neoplasms
20690,UNS MONO LEUK W/O RMSION (Begin 1991),Chronic,Neoplasms
20691,UNS MONO LEUK W RMSION (Begin 1991),Chronic,Neoplasms
20692,MONO LEUK NOS RELAPSE (begin 2008),Chronic,Neoplasms
2070,ACUTE ERYTHREMIA (Begin 1980 End 1991),Chronic,Neoplasms
20700,ACT ERTH/ERYLK W/O RMSON (Begin 1991),Chronic,Neoplasms
20701,ACT ERTH/ERYLK W RMSON (Begin 1991),Chronic,Neoplasms
20702,AC ERTH/ERYLK IN RELAPSE (begin 2008),Chronic,Neoplasms
2071,CHRONIC ERYTHREMIA (Begin 1980 End 1991),Chronic,Neoplasms
20710,CHR ERYTHRM W/O REMISION (Begin 1991),Chronic,Neoplasms
20711,CHR ERYTHRM W REMISION (Begin 1991),Chronic,Neoplasms
20712,CHR ERYTHRMIA IN RELAPSE (begin 2008),Chronic,Neoplasms
2072,MEGAKARYOCYTIC LEUKEMIA (Begin 1980 End 1991),Chronic,Neoplasms
20720,MGKRYCYT LEUK W/O RMSION (Begin 1991),Chronic,Neoplasms
20721,MGKRYCYT LEUK W RMSION (Begin 1991),Chronic,Neoplasms
20722,MGKRYCYT LEUK IN RELAPSE (begin 2008),Chronic,Neoplasms
2078,SPECIFIED LEUKEMIA NEC (Begin 1980 End 1991),Chronic,Neoplasms
20780,OTH SPF LEUK W/O REMSION (Begin 1991),Chronic,Neoplasms
20781,OTH SPF LEUK W REMSION (Begin 1991),Chronic,Neoplasms
20782,OTH SPF LEUK IN RELAPSE (begin 2008),Chronic,Neoplasms
2080,ACT LEUK UNS CL W/O RMSN (Begin 1980 End 1991),Chronic,Neoplasms
20800,ACT LEUK UNS CL W/O RMSN (Begin 1991),Chronic,Neoplasms
20801,ACT LEUK UNS CL W RMSON (Begin 1991),Chronic,Neoplasms
20802,AC LEUK UNS CL RELAPSE (begin 2008),Chronic,Neoplasms
2081,CHRONIC LEUKEMIA NOS (Begin 1980 End 1991),Chronic,Neoplasms
20810,CHR LEUK UNS CL W/O RMSN (Begin 1991),Chronic,Neoplasms
20811,CHR LEUK UNS CL W RMSON (Begin 1991),Chronic,Neoplasms
20812,CH LEU UNS CL IN RELAPSE (begin 2008),Chronic,Neoplasms
2082,SUBACUTE LEUKEMIA NOS (Begin 1980 End 1991),Chronic,Neoplasms
20820,SBAC LEUK UNS CL W/O RMS (Begin 1991),Chronic,Neoplasms
20821,SBAC LEUK UNS CL W RMSON (Begin 1991),Chronic,Neoplasms
20822,SBAC LEU UNS CL-RELAPSE (begin 2008),Chronic,Neoplasms
2088,LEUKEMIA-UNSPEC CELL NEC (Begin 1980 End 1991),Chronic,Neoplasms
20880,OTH LEUK UNS CL W/O RMSN (Begin 1991),Chronic,Neoplasms
20881,OTH LEUK UNS CL W RMSON (Begin 1991),Chronic,Neoplasms
20882,OTH LEUK UNS CL-RELAPSE (begin 2008),Chronic,Neoplasms
2089,LEUKEMIA-UNSPEC CELL NOS (Begin 1980 End 1991),Chronic,Neoplasms
20890,LEUKEMIA NOS W/O REMSION (Begin 1991),Chronic,Neoplasms
20891,LEUKEMIA NOS W REMISSION (Begin 1991),Chronic,Neoplasms
20892,LEUKEMIA NOS IN RELAPSE (begin 2008),Chronic,Neoplasms
20900,MAL CRCNOID SM INTST NOS (begin 2008),Chronic,Neoplasms
20901,MALIG CARCINOID DUODENUM (begin 2008),Chronic,Neoplasms
20902,MALIG CARCINOID JEJUNUM (begin 2008),Chronic,Neoplasms
20903,MALIG CARCINOID ILEUM (begin 2008),Chronic,Neoplasms
20910,MAL CRCNOID LG INTST NOS (begin 2008),Chronic,Neoplasms
20911,MALIG CARCINOID APPENDIX (begin 2008),Chronic,Neoplasms
20912,MALIG CARCINOID CECUM (begin 2008),Chronic,Neoplasms
20913,MAL CRCNOID ASCEND COLON (begin 2008),Chronic,Neoplasms
20914,MAL CRCNOID TRANSV COLON (begin 2008),Chronic,Neoplasms
20915,MAL CARCINOID DESC COLON (begin 2008),Chronic,Neoplasms
20916,MAL CARCINOID SIG COLON (begin 2008),Chronic,Neoplasms
20917,MALIG CARCINOID RECTUM (begin 2008),Chronic,Neoplasms
20920,MAL CRCND PRIM SITE UNKN (begin 2008),Chronic,Neoplasms
20921,MAL CARCINOID BRONC/LUNG (begin 2008),Chronic,Neoplasms
20922,MALIG CARCINOID THYMUS (begin 2008),Chronic,Neoplasms
20923,MALIG CARCINOID STOMACH (begin 2008),Chronic,Neoplasms
20924,MALIG CARCINOID KIDNEY (begin 2008),Chronic,Neoplasms
20925,MAL CARCNOID FOREGUT NOS (begin 2008),Chronic,Neoplasms
20926,MAL CARCINOID MIDGUT NOS (begin 2008),Chronic,Neoplasms
20927,MAL CARCNOID HINDGUT NOS (begin 2008),Chronic,Neoplasms
20929,MALIG CARCINOID OTH SITE (begin 2008),Chronic,Neoplasms
20930,MALIG NEUROENDO CA NOS (begin 2008),Chronic,Neoplasms
20931,Merkel cell ca-face (begin 2009),Chronic,Neoplasms
20932,Merkel cell ca-sclp/neck (begin 2009),Chronic,Neoplasms
20933,Merkel cell ca-up limb (begin 2009),Chronic,Neoplasms
20934,Merkel cell ca-low limb (begin 2009),Chronic,Neoplasms
20935,Merkel cell ca-trunk (begin 2009),Chronic,Neoplasms
20936,Merkel cell ca-oth sites (begin 2009),Chronic,Neoplasms
20940,BEN CRCNOID SM INTST NOS (begin 2008),NonChronic,Neoplasms
20941,BEN CARCINOID DUODENUM (begin 2008),NonChronic,Neoplasms
20942,BENIGN CARCINOID JEJUNUM (begin 2008),NonChronic,Neoplasms
20943,BENIGN CARCINOID ILEUM (begin 2008),NonChronic,Neoplasms
20950,BEN CRCNOID LG INTST NOS (begin 2008),NonChronic,Neoplasms
20951,BEN CARCINOID APPENDIX (begin 2008),NonChronic,Neoplasms
20952,BENIGN CARCINOID CECUM (begin 2008),NonChronic,Neoplasms
20953,BEN CARCINOID ASC COLON (begin 2008),NonChronic,Neoplasms
20954,BEN CRCINOID TRANS COLON (begin 2008),NonChronic,Neoplasms
20955,BEN CARCINOID DESC COLON (begin 2008),NonChronic,Neoplasms
20956,BEN CARCINOID SIG COLON (begin 2008),NonChronic,Neoplasms
20957,BENIGN CARCINOID RECTUM (begin 2008),NonChronic,Neoplasms
20960,BEN CRCND PRIM SITE UNKN (begin 2008),NonChronic,Neoplasms
20961,BEN CARCINOID BRONC/LUNG (begin 2008),NonChronic,Neoplasms
20962,BENIGN CARCINOID THYMUS (begin 2008),NonChronic,Neoplasms
20963,BENIGN CARCINOID STOMACH (begin 2008),NonChronic,Neoplasms
20964,BENIGN CARCINOID KIDNEY (begin 2008),NonChronic,Neoplasms
20965,BEN CRCINOID FOREGUT NOS (begin 2008),NonChronic,Neoplasms
20966,BEN CRCINOID MIDGUT NOS (begin 2008),NonChronic,Neoplasms
20967,BEN CRCNOID HINDGUT NOS (begin 2008),NonChronic,Neoplasms
20969,BENGN CARCINOID OTH SITE (begin 2008),NonChronic,Neoplasms
20970,Sec neuroendo tumor NOS (begin 2009),Chronic,Neoplasms
20971,Sec neuroend tu dist lym (begin 2009),Chronic,Neoplasms
20972,Sec neuroend tumor-liver (begin 2009),Chronic,Neoplasms
20973,Sec neuroendo tumor-bone (begin 2009),Chronic,Neoplasms
20974,Sec neuroendo tu-periton (begin 2009),Chronic,Neoplasms
20975,Secondary Merkel cell ca (begin 2009),Chronic,Neoplasms
20979,Sec neuroend tu oth site (begin 2009),Chronic,Neoplasms
2100,BENIGN NEOPLASM LIP,NonChronic,Neoplasms
2101,BENIGN NEOPLASM TONGUE,NonChronic,Neoplasms
2102,BEN NEO MAJOR SALIVARY,NonChronic,Neoplasms
2103,BENIGN NEO MOUTH FLOOR,NonChronic,Neoplasms
2104,BENIGN NEO MOUTH NEC/NOS,NonChronic,Neoplasms
2105,BENIGN NEOPLASM TONSIL,NonChronic,Neoplasms
2106,BENIGN NEO OROPHARYN NEC,NonChronic,Neoplasms
2107,BENIGN NEO NASOPHARYNX,NonChronic,Neoplasms
2108,BENIGN NEO HYPOPHARYNX,NonChronic,Neoplasms
2109,BENIGN NEO PHARYNX NOS,NonChronic,Neoplasms
2110,BENIGN NEO ESOPHAGUS,NonChronic,Neoplasms
2111,BENIGN NEOPLASM STOMACH,NonChronic,Neoplasms
2112,BENIGN NEOPLASM SM BOWEL,NonChronic,Neoplasms
2113,BENIGN NEOPLASM LG BOWEL,NonChronic,Neoplasms
2114,BENIGN NEOPL RECTUM/ANUS,NonChronic,Neoplasms
2115,BEN NEO LIVER/BILE DUCTS,NonChronic,Neoplasms
2116,BENIGN NEOPLASM PANCREAS,NonChronic,Neoplasms
2117,BEN NEO ISLETS LANGERHAN,NonChronic,Neoplasms
2118,BEN NEO PERITONEUM,NonChronic,Neoplasms
2119,BEN NEO GI TRACT NEC/NOS,NonChronic,Neoplasms
2120,BEN NEO NASAL CAV/SINUS,NonChronic,Neoplasms
2121,BENIGN NEO LARYNX,NonChronic,Neoplasms
2122,BENIGN NEO TRACHEA,NonChronic,Neoplasms
2123,BENIGN NEO BRONCHUS/LUNG,NonChronic,Neoplasms
2124,BENIGN NEOPLASM PLEURA,NonChronic,Neoplasms
2125,BENIGN NEO MEDIASTINUM,NonChronic,Neoplasms
2126,BENIGN NEOPLASM THYMUS,NonChronic,Neoplasms
2127,BENIGN NEOPLASM HEART,NonChronic,Neoplasms
2128,BENIGN NEO RESP SYS NEC,NonChronic,Neoplasms
2129,BENIGN NEO RESP SYS NOS,NonChronic,Neoplasms
2130,BEN NEO SKULL/FACE BONE,NonChronic,Neoplasms
2131,BEN NEO LOWER JAW BONE,NonChronic,Neoplasms
2132,BENIGN NEO VERTEBRAE,NonChronic,Neoplasms
2133,BEN NEO RIBS/STERN/CLAV,NonChronic,Neoplasms
2134,BEN NEO LONG BONES ARM,NonChronic,Neoplasms
2135,BEN NEO BONES WRIST/HAND,NonChronic,Neoplasms
2136,BENIGN NEO PELVIC GIRDLE,NonChronic,Neoplasms
2137,BEN NEO LONG BONES LEG,NonChronic,Neoplasms
2138,BEN NEO BONES ANKLE/FOOT,NonChronic,Neoplasms
2139,BENIGN NEO BONE NOS,NonChronic,Neoplasms
2140,LIPOMA SKIN FACE,NonChronic,Neoplasms
2141,LIPOMA SKIN NEC,NonChronic,Neoplasms
2142,LIPOMA INTRATHORACIC,NonChronic,Neoplasms
2143,LIPOMA INTRA-ABDOMINAL,NonChronic,Neoplasms
2144,LIPOMA SPERMATIC CORD,NonChronic,Neoplasms
2148,LIPOMA NEC,NonChronic,Neoplasms
2149,LIPOMA NOS,NonChronic,Neoplasms
2150,BEN NEO SOFT TISSUE HEAD,NonChronic,Neoplasms
2152,BEN NEO SOFT TISSUE ARM,NonChronic,Neoplasms
2153,BEN NEO SOFT TISSUE LEG,NonChronic,Neoplasms
2154,BEN NEO SOFT TIS THORAX,NonChronic,Neoplasms
2155,BEN NEO SOFT TIS ABDOMEN,NonChronic,Neoplasms
2156,BEN NEO SOFT TIS PELVIS,NonChronic,Neoplasms
2157,BENIGN NEO TRUNK NOS,NonChronic,Neoplasms
2158,BEN NEO SOFT TISSUE NEC,NonChronic,Neoplasms
2159,BEN NEO SOFT TISSUE NOS,NonChronic,Neoplasms
2160,BENIGN NEO SKIN LIP,NonChronic,Neoplasms
2161,BENIGN NEO SKIN EYELID,NonChronic,Neoplasms
2162,BENIGN NEO SKIN EAR,NonChronic,Neoplasms
2163,BENIGN NEO SKIN FACE NEC,NonChronic,Neoplasms
2164,BEN NEO SCALP/SKIN NECK,NonChronic,Neoplasms
2165,BENIGN NEO SKIN TRUNK,NonChronic,Neoplasms
2166,BENIGN NEO SKIN ARM,NonChronic,Neoplasms
2167,BENIGN NEO SKIN LEG,NonChronic,Neoplasms
2168,BENIGN NEOPLASM SKIN NEC,NonChronic,Neoplasms
2169,BENIGN NEOPLASM SKIN NOS,NonChronic,Neoplasms
217,BENIGN NEOPLASM BREAST,NonChronic,Neoplasms
2180,SUBMUCOUS LEIOMYOMA,NonChronic,Neoplasms
2181,INTRAMURAL LEIOMYOMA,NonChronic,Neoplasms
2182,SUBSEROUS LEIOMYOMA,NonChronic,Neoplasms
2189,UTERINE LEIOMYOMA NOS,NonChronic,Neoplasms
2190,BENIGN NEO CERVIX UTERI,NonChronic,Neoplasms
2191,BENIGN NEO CORPUS UTERI,NonChronic,Neoplasms
2198,BENIGN NEO UTERUS NEC,NonChronic,Neoplasms
2199,BENIGN NEO UTERUS NOS,NonChronic,Neoplasms
220,BENIGN NEOPLASM OVARY,NonChronic,Neoplasms
2210,BEN NEO FALLOPIAN TUBE,NonChronic,Neoplasms
2211,BENIGN NEOPLASM VAGINA,NonChronic,Neoplasms
2212,BENIGN NEOPLASM VULVA,NonChronic,Neoplasms
2218,BEN NEO FEM GENITAL NEC,NonChronic,Neoplasms
2219,BEN NEO FEM GENITAL NOS,NonChronic,Neoplasms
2220,BENIGN NEOPLASM TESTIS,NonChronic,Neoplasms
2221,BENIGN NEOPLASM PENIS,NonChronic,Neoplasms
2222,BENIGN NEOPLASM PROSTATE,NonChronic,Neoplasms
2223,BENIGN NEO EPIDIDYMIS,NonChronic,Neoplasms
2224,BENIGN NEOPLASM SCROTUM,NonChronic,Neoplasms
2228,BEN NEO MALE GENITAL NEC,NonChronic,Neoplasms
2229,BEN NEO MALE GENITAL NOS,NonChronic,Neoplasms
2230,BENIGN NEOPLASM KIDNEY,NonChronic,Neoplasms
2231,BENIGN NEO RENAL PELVIS,NonChronic,Neoplasms
2232,BENIGN NEOPLASM URETER,NonChronic,Neoplasms
2233,BENIGN NEOPLASM BLADDER,NonChronic,Neoplasms
22381,BENIGN NEOPLASM URETHRA,NonChronic,Neoplasms
22389,BENIGN NEO URINARY NEC,NonChronic,Neoplasms
2239,BENIGN NEO URINARY NOS,NonChronic,Neoplasms
2240,BENIGN NEOPLASM EYEBALL,NonChronic,Neoplasms
2241,BENIGN NEOPLASM ORBIT,NonChronic,Neoplasms
2242,BEN NEO LACRIMAL GLAND,NonChronic,Neoplasms
2243,BENIGN NEO CONJUNCTIVA,NonChronic,Neoplasms
2244,BENIGN NEOPLASM CORNEA,NonChronic,Neoplasms
2245,BENIGN NEOPLASM RETINA,NonChronic,Neoplasms
2246,BENIGN NEOPLASM CHOROID,NonChronic,Neoplasms
2247,BEN NEO LACRIMAL DUCT,NonChronic,Neoplasms
2248,BENIGN NEOPLASM EYE NEC,NonChronic,Neoplasms
2249,BENIGN NEOPLASM EYE NOS,NonChronic,Neoplasms
2250,BENIGN NEOPLASM BRAIN,Chronic,Neoplasms
2251,BENIGN NEO CRANIAL NERVE,Chronic,Neoplasms
2252,BEN NEO CEREBR MENINGES,Chronic,Neoplasms
2253,BENIGN NEO SPINAL CORD,NonChronic,Neoplasms
2254,BEN NEO SPINAL MENINGES,NonChronic,Neoplasms
2258,BENIGN NEO NERV SYS NEC,NonChronic,Neoplasms
2259,BENIGN NEO NERV SYS NOS,NonChronic,Neoplasms
226,BENIGN NEOPLASM THYROID,NonChronic,Neoplasms
2270,BENIGN NEOPLASM ADRENAL,NonChronic,Neoplasms
2271,BENIGN NEO PARATHYROID,NonChronic,Neoplasms
2273,BENIGN NEO PITUITARY,NonChronic,Neoplasms
2274,BEN NEOPL PINEAL GLAND,NonChronic,Neoplasms
2275,BENIGN NEO CAROTID BODY,NonChronic,Neoplasms
2276,BEN NEO PARAGANGLIA NEC,NonChronic,Neoplasms
2278,BENIGN NEO ENDOCRINE NEC,NonChronic,Neoplasms
2279,BENIGN NEO ENDOCRINE NOS,NonChronic,Neoplasms
22800,HEMANGIOMA NOS,NonChronic,Neoplasms
22801,HEMANGIOMA SKIN,NonChronic,Neoplasms
22802,HEMANGIOMA INTRACRANIAL,NonChronic,Neoplasms
22803,HEMANGIOMA RETINA,NonChronic,Neoplasms
22804,HEMANGIOMA INTRA-ABDOM,NonChronic,Neoplasms
22809,HEMANGIOMA NEC,NonChronic,Neoplasms
2281,LYMPHANGIOMA ANY SITE,NonChronic,Neoplasms
2290,BENIGN NEO LYMPH NODES,NonChronic,Neoplasms
2298,BENIGN NEOPLASM NEC,NonChronic,Neoplasms
2299,BENIGN NEOPLASM NOS,NonChronic,Neoplasms
2300,CA IN SITU ORAL CAV/PHAR,Chronic,Neoplasms
2301,CA IN SITU ESOPHAGUS,Chronic,Neoplasms
2302,CA IN SITU STOMACH,Chronic,Neoplasms
2303,CA IN SITU COLON,Chronic,Neoplasms
2304,CA IN SITU RECTUM,Chronic,Neoplasms
2305,CA IN SITU ANAL CANAL,Chronic,Neoplasms
