I9_PR,I9_PR_desc,proc_class
4381,PART GAST W JEJ TRANSPOS,Major Therapeutic
4382,LAP VERTICAL GASTRECTOMY (Begin 2011),Major Therapeutic
4389,PARTIAL GASTRECTOMY NEC,Major Therapeutic
4391,TOT GAST W INTES INTERPO,Major Therapeutic
4399,TOTAL GASTRECTOMY NEC,Major Therapeutic
4400,VAGOTOMY NOS,Major Therapeutic
4401,TRUNCAL VAGOTOMY,Major Therapeutic
4402,HIGHLY SELECT VAGOTOMY,Major Therapeutic
4403,SELECTIVE VAGOTOMY NEC,Major Therapeutic
4411,TRANSABDOMIN GASTROSCOPY,Major Diagnostic
4412,GASTROSCOPY THRU STOMA,Minor Diagnostic
4413,GASTROSCOPY NEC,Minor Diagnostic
4414,CLOSED GASTRIC BIOPSY,Minor Diagnostic
4415,OPEN GASTRIC BIOPSY,Major Diagnostic
4419,GASTRIC DIAGNOS PROC NEC,Minor Diagnostic
442 ,PYLOROPLASTY (Begin 1980 End 1986),Major Therapeutic
4421,DILATE PYLORUS INCISION (Begin 1986),Major Therapeutic
4422,ENDOSCOP DILATE PYLORUS (Begin 1986),Minor Therapeutic
4429,OTHER PYLOROPLASTY (Begin 1986),Major Therapeutic
4431,HIGH GASTRIC BYPASS,Major Therapeutic
4432,PERCUTANEOUS GASTROJEJUNOSTO (Begin 2001),Major Therapeutic
4438,LAP GASTROENTEROSTOMY (Begin 2004),Major Therapeutic
4439,GASTROENTEROSTOMY NEC,Major Therapeutic
4440,SUTURE PEPTIC ULCER NOS,Major Therapeutic
4441,SUT GASTRIC ULCER SITE,Major Therapeutic
4442,SUTURE DUODEN ULCER SITE,Major Therapeutic
4443,ENDOSC CONTROL GAST HEM (Begin 1989),Minor Therapeutic
4444,TRANSCATH EMBO GAST HEM (Begin 1989),Minor Therapeutic
4449,OTHER CONTROL GAST HEM (Begin 1989),Minor Therapeutic
445 ,REVISION GASTRIC ANASTOM,Major Therapeutic
4461,SUTURE GASTRIC LACERAT,Major Therapeutic
4462,GASTROSTOMY CLOSURE,Minor Therapeutic
4463,CLOSE GASTRIC FISTUL NEC,Major Therapeutic
4464,GASTROPEXY,Major Therapeutic
4465,ESOPHAGOGASTROPLASTY,Major Therapeutic
4466,CREAT ESOPHAGASTR SPHINC,Major Therapeutic
4467,LAP CREAT ESOPH SPHINCT (Begin 2004),Major Therapeutic
4468,LAPAROSCOP GASTROPLASTY (Begin 2004),Major Therapeutic
4469,GASTRIC REPAIR NEC,Major Therapeutic
4491,LIGATE GASTRIC VARICES,Major Therapeutic
4492,INTRAOP GASTRIC MANIPUL,Major Therapeutic
4493,INSERT GASTRIC BUBBLE (Begin 1986),Minor Therapeutic
4494,REMOVE GASTRIC BUBBLE (Begin 1986),Minor Therapeutic
4495,LAP GASTRIC RESTRIC PROC (Begin 2004),Major Therapeutic
4496,LAP REV GAST RESTRI PROC (Begin 2004),Major Therapeutic
4497,LAP REM GAST RESTRIC DEV (Begin 2004),Major Therapeutic
4498,ADJUST GAST RESTRICT DEV (Begin 2004),Major Therapeutic
4499,GASTRIC OPERATION NEC,Major Therapeutic
4500,INTESTINAL INCISION NOS,Major Therapeutic
4501,DUODENAL INCISION,Major Therapeutic
4502,SMALL BOWEL INCISION NEC,Major Therapeutic
4503,LARGE BOWEL INCISION,Major Therapeutic
4511,TRANSAB SM BOWEL ENDOSC,Major Diagnostic
4512,ENDOSC SM BOWEL THRU ST,Minor Diagnostic
4513,SM BOWEL ENDOSCOPY NEC,Minor Diagnostic
4514,CLOS SMALL BOWEL BIOPSY,Minor Diagnostic
4515,OPEN SMALL BOWEL BIOPSY,Major Diagnostic
4516,EGD WITH CLOSED BIOPSY (Begin 1988),Minor Diagnostic
4519,SM BOWEL DX PROC NEC,Minor Diagnostic
4521,TRANSAB LG BOWEL ENDOSC,Major Diagnostic
4522,ENDOSC LG BOWEL THRU ST,Minor Diagnostic
4523,COLONOSCOPY,Minor Diagnostic
4524,OTH ENDOSCOPY LG BOWEL (Begin 1980),Minor Diagnostic
4525,CLOS LARGE BOWEL BIOPSY,Minor Diagnostic
4526,OPEN LARGE BOWEL BIOPSY,Major Diagnostic
4527,INTESTINAL BIOPSY NOS,Minor Diagnostic
4528,LG BOWEL DX PROCED NEC,Minor Diagnostic
4529,BOWEL DIAGNOST PROC NEC,Minor Diagnostic
4530,ENDOSC DESTRU DUODEN LES (Begin 1989),Minor Therapeutic
4531,(LOC) EXCISE DUODENUM LES (Begin 1980),Major Therapeutic
4532,DESTRUCT DUODEN LES NEC,Major Therapeutic
4533,LOCAL EXCIS SM BOWEL NEC,Major Therapeutic
4534,DESTR SM BOWEL LES NEC,Major Therapeutic
4541,EXCIS LG INTESTINE LES,Major Therapeutic
4542,ENDO POLPECTOMY LRGE INT (Begin 1988),Minor Therapeutic
4543,ENDOSC DESTRU LG INT LES (Begin 1989),Minor Therapeutic
4549,DESTRUC LG BOWEL LES NEC,Major Therapeutic
4550,INTEST SEG ISOLAT NOS,Major Therapeutic
4551,SM BOWEL SEGMENT ISOLAT,Major Therapeutic
4552,LG BOWEL SEGMENT ISOLAT,Major Therapeutic
4561,MULT SEG SM BOWEL EXCIS,Major Therapeutic
4562,PART SM BOWEL RESECT NEC,Major Therapeutic
4563,TOTAL REMOVAL SM BOWEL,Major Therapeutic
4571,MULT SEG LG BOWEL EXCIS,Major Therapeutic
4572,CECECTOMY,Major Therapeutic
4573,RIGHT HEMICOLECTOMY,Major Therapeutic
4574,TRANSVERSE COLON RESECT,Major Therapeutic
4575,LEFT HEMICOLECTOMY (Begin 1988),Major Therapeutic
4576,SIGMOIDECTOMY,Major Therapeutic
4579,PART LG BOWEL EXCIS NEC,Major Therapeutic
458 ,TOT INTRAABD COLECTOMY (end 2008),Major Therapeutic
4581,LAP TOT INTR-AB COLECTMY (begin 2008),Major Therapeutic
4582,OP TOT INTR-ABD COLECTMY (begin 2008),Major Therapeutic
4583,TOT ABD COLECTMY NEC/NOS (begin 2008),Major Therapeutic
4590,INTESTINAL ANASTOM NOS,Major Therapeutic
4591,SMTOSM BOWEL ANASTOM,Major Therapeutic
4592,SM BOWELRECT STUMP ANAS,Major Therapeutic
4593,SMALLTOLARGE BOWEL NEC,Major Therapeutic
4594,LGTOLG BOWEL ANASTOM,Major Therapeutic
4595,ANAL ANASTOMOSIS (Begin 1987),Major Therapeutic
4601,SM BOWEL EXTERIORIZATION,Major Therapeutic
4602,RESECT EXT SEG SM BOWEL,Major Therapeutic
4603,LG BOWEL EXTERIORIZATION,Major Therapeutic
4604,RESECT EXT SEG LG BOWEL,Major Therapeutic
4610,COLOSTOMY NOS,Major Therapeutic
4611,TEMPORARY COLOSTOMY,Major Therapeutic
4612,PERM MAGNETIC COLOSTOMY (End 1992),Major Therapeutic
4613,PERMANENT COLOSTOMY NEC (Begin 1992),Major Therapeutic
4614,DELAY OPENING COLOSTOMY,Minor Therapeutic
4620,ILEOSTOMY NOS,Major Therapeutic
4621,TEMPORARY ILEOSTOMY,Major Therapeutic
4622,CONTINENT ILEOSTOMY,Major Therapeutic
4623,PERMANENT ILEOSTOMY NEC,Major Therapeutic
4624,DELAY OPENING ILEOSTOMY,Minor Therapeutic
4631,DELAY OPENING ENTEROSTOM,Minor Therapeutic
4632,PERCU ENDOSC JEJUNOSTOMY (Begin 1989),Minor Therapeutic
4639,ENTEROSTOMY NEC,Minor Therapeutic
4640,INTEST STOMA REVIS NOS,Major Therapeutic
4641,SM BOWEL STOMA REVISION,Major Therapeutic
4642,PERICOLOST HERNIA REPAIR,Major Therapeutic
4643,LG BOWEL STOMA REVIS NEC,Major Therapeutic
4650,INTEST STOMA CLOSURE NOS,Major Therapeutic
4651,SM BOWEL STOMA CLOSURE,Major Therapeutic
4652,LG BOWEL STOMA CLOSURE,Major Therapeutic
4660,INTESTINAL FIXATION NOS,Major Therapeutic
4661,SM BOWELABD WALL FIXAT,Major Therapeutic
4662,SMALL BOWEL FIXATION NEC,Major Therapeutic
4663,LG BOWELABD WALL FIXAT,Major Therapeutic
4664,LARGE BOWEL FIXATION NEC,Major Therapeutic
4671,DUODENAL LACERAT SUTURE,Major Therapeutic
4672,DUODENAL FISTULA CLOSURE,Major Therapeutic
4673,SMALL BOWEL SUTURE NEC,Major Therapeutic
4674,CLOSE SM BOWEL FIST NEC,Major Therapeutic
4675,SUTURE LG BOWEL LACERAT,Major Therapeutic
4676,CLOSE LG BOWEL FISTULA,Major Therapeutic
4679,REPAIR OF INTESTINE NEC,Major Therapeutic
4680,INTRAAB BOWEL MANIP NOS,Major Therapeutic
4681,INTRAABD SM BOWEL MANIP,Major Therapeutic
4682,INTRAABD LG BOWEL MANIP,Major Therapeutic
4685,DILATION OF INTESTINE (Begin 1989),Minor Therapeutic
4686,Endo insrt colonic stent (begin 2009),Minor Therapeutic
4687,Insert colonic stent NEC (begin 2009),Minor Therapeutic
4691,MYOTOMY OF SIGMOID COLON,Major Therapeutic
4692,MYOTOMY OF COLON NEC,Major Therapeutic
4693,REVISE SM BOWEL ANASTOM,Major Therapeutic
4694,REVISE LG BOWEL ANASTOM,Major Therapeutic
4695,LOCAL SM BOWEL PERFUSION,Minor Therapeutic
4696,LOCAL LG BOWEL PERFUSION,Minor Therapeutic
4697,TRANSPLANT OF INTESTINE (Begin 2000),Major Therapeutic
4699,INTESTINAL OP NEC,Major Therapeutic
470 ,APPENDECTOMY (End 1996),Major Therapeutic
4701,LAPAROSCOP APPENDECT (Begin 1996),Major Therapeutic
4709,OTHER APPENDECT (Begin 1996),Major Therapeutic
471 ,INCIDENTAL APPENDECTOMY (End 1996),Major Therapeutic
4711,LAPAROSCOP INCID APPEND (Begin 1996),Major Therapeutic
4719,OTH INCID APPEND (Begin 1996),Major Therapeutic
472 ,DRAIN APPENDICEAL ABSC,Major Therapeutic
4791,APPENDICOSTOMY,Major Therapeutic
4792,CLOSE APPENDICEAL FISTUL,Major Therapeutic
4799,APPENDICEAL OPS NEC,Major Therapeutic
480 ,PROTOMY,Major Therapeutic
481 ,PROSTOMY,Major Therapeutic
4821,TRANSAB PROSIGMOIDOSC,Major Diagnostic
4822,PROSIGMOIDOSC THRU ST,Minor Diagnostic
4823,(OTH) PROSIGMOIDOSCOPY (Begin 1980),Minor Diagnostic
4824,CLOSED RECTAL BX,Minor Diagnostic
4825,OPEN RECTAL BX,Major Diagnostic
4826,PERIRECTAL TISSUE BIOPSY,Minor Diagnostic
4829,RECT/PERIRECT DX OP NEC,Minor Diagnostic
4831,RAD ELECTROCOAGRECT LES,Minor Therapeutic
4832,ELECTROCOAG RECT LES NEC,Minor Therapeutic
4833,LASER DESTRUC RECTAL LES,Minor Therapeutic
4834,CRYOSURG DESTR RECT LES,Minor Therapeutic
4835,LOCAL EXCIS RECTAL LES,Major Therapeutic
4836,ENDOSCOP POLYPECT RECTUM (Begin 1995),Minor Therapeutic
4840,PULL-THRU RES RECTUM NOS (begin 2008),Major Therapeutic
4841,SOAVE SUBMUC RECT RESECT,Major Therapeutic
4842,LAP PULL-THRU RES RECTUM (begin 2008),Major Therapeutic
4843,OPN PULL-THRU RES RECTUM (begin 2008),Major Therapeutic
4849,PULLTHRU RECT RESEC NEC,Major Therapeutic
485 ,ABDPERINEAL RECT RESECT (end 2008),Major Therapeutic
4850,ABDPERNEAL RES RECTM NOS (begin 2008),Major Therapeutic
4851,LAP ABDPERNEAL RESC REC (begin 2008),Major Therapeutic
4852,OPN ABDPERNEAL RESC REC (begin 2008),Major Therapeutic
4859,ABDPERNEAL RESC RECT NEC (begin 2008),Major Therapeutic
4861,TRANSSAC RECTOSIGMOIDECT,Major Therapeutic
4862,ANT RECT RESECT W COLOST,Major Therapeutic
4863,ANTERIOR RECT RESECT NEC,Major Therapeutic
4864,POSTERIOR RECT RESECTION,Major Therapeutic
4865,DUHAMEL RECTAL RESECTION,Major Therapeutic
4866,HARTMANN RESECTION RECTUM (Begin 1980 End 1988),Major Therapeutic
4869,RECTAL RESECTION NEC,Major Therapeutic
4871,SUTURE OF RECTAL LACER,Major Therapeutic
4872,CLOSURE OF PROSTOMY,Major Therapeutic
4873,CLOSE RECTAL FIST NEC,Major Therapeutic
4874,RECTORECTOSTOMY,Major Therapeutic
4875,ABDOMINAL PROPEXY,Major Therapeutic
4876,PROPEXY NEC,Major Therapeutic
4879,REPAIR OF RECTUM NEC,Major Therapeutic
4881,PERIRECTAL INCISION,Major Therapeutic
4882,PERIRECTAL EXCISION,Major Therapeutic
4891,INCIS RECTAL STRICTURE,Major Therapeutic
4892,ANORECTAL MYOMECTOMY,Major Therapeutic
4893,REPAIR PERIRECT FISTULA,Major Therapeutic
4899,RECTAL PERIRECT OP NEC,Major Therapeutic
4901,INCIS PERIANAL ABSCESS,Major Therapeutic
4902,PERIANAL INCISION NEC,Major Therapeutic
4903,EXCIS PERIANAL SKIN TAG,Minor Therapeutic
4904,PERIANAL EXCISION NEC,Major Therapeutic
4911,ANAL FISTULOTOMY,Major Therapeutic
4912,ANAL FISTULECTOMY,Major Therapeutic
4921,ANOSCOPY,Minor Diagnostic
4922,PERIANAL BIOPSY,Minor Diagnostic
4923,ANAL BIOPSY,Minor Diagnostic
4929,ANAL/PERIAN DX PROC NEC,Minor Diagnostic
493 ,LOCAL EXCIS DEST ANUS LES (Begin 1980 End 1989),Major Therapeutic
4931,ENDOSC DESTRUC ANUS LES (Begin 1989),Minor Therapeutic
4939,OTHER DESTRUC ANUS LES (Begin 1989),Major Therapeutic
4941,HEMORRHOID REDUCTION,Minor Therapeutic
4942,HEMORRHOID INJECTION,Minor Therapeutic
4943,HEMORRHOID CAUTERIZAT,Minor Therapeutic
4944,HEMORRHOID CRYOTHERAPY,Major Therapeutic
4945,HEMORRHOID LIGATION,Major Therapeutic
4946,HEMORRHOIDECTOMY,Major Therapeutic
4947,HEMORRHOID EVACUATION,Minor Therapeutic
4949,HEMORRHOID PROCEDURE NEC,Major Therapeutic
4951,LEFT LAT SPHINCTEROTOMY,Major Therapeutic
4952,POST SPHINCTEROTOMY,Major Therapeutic
4959,ANAL SPHINCTEROTOMY NEC,Major Therapeutic
496 ,EXCISION OF ANUS,Major Therapeutic
4971,SUTURE ANAL LACERATION,Major Therapeutic
4972,ANAL CERCLAGE,Major Therapeutic
4973,CLOSURE OF ANAL FISTULA,Major Therapeutic
4974,GRACILIS MUSC TRANSPLAN,Major Therapeutic
4975,IMPL/REV OF ARTIFICIAL ANAL (Begin 2002),Major Therapeutic
4976,REMOVAL OF ARTIFICIAL ANAL (Begin 2002),Major Therapeutic
4979,ANAL SPHINCT REPAIR NEC,Major Therapeutic
4991,INCISION OF ANAL SEPTUM,Major Therapeutic
4992,INSERT SUBQ ANAL STIMUL,Major Therapeutic
4993,ANAL INCISION NEC,Major Therapeutic
4994,REDUCTION ANAL PROLAPSE,Major Therapeutic
4995,CONTROL ANAL HEMORRHAGE,Major Therapeutic
4999,ANAL OPERATION NEC,Major Therapeutic
500 ,HEPATOTOMY,Major Therapeutic
5011,CLOSED LIVER BIOPSY,Minor Diagnostic
5012,OPEN LIVER BIOPSY,Major Diagnostic
5013,TRANSJUGULAR LIVER BX (Begin 2007),Minor Diagnostic
5014,LAPAROSCOPIC LIVER BX (Begin 2007),Major Diagnostic
5019,HEPATIC DX PROC NEC,Major Diagnostic
5021,MARSUPIALIZAT LIVER LES,Major Therapeutic
5022,PARTIAL HEPATECTOMY,Major Therapeutic
5023,OPN ABLTN LIVER LES/TISS (Begin 2006),Major Therapeutic
5024,PERC ABLTN LIVER LES/TIS (Begin 2006),Major Therapeutic
5025,LAP ABLTN LIVER LES/TISS (Begin 2006),Major Therapeutic
5026,ABLTN LIVER LES/TISS NEC (Begin 2006),Major Therapeutic
5029,DESTRUC HEPATIC LES NEC,Major Therapeutic
503 ,HEPATIC LOBECTOMY,Major Therapeutic
504 ,TOTAL HEPATECTOMY,Major Therapeutic
5051,AUXILIARY LIVER TRANSPL,Major Therapeutic
5059,LIVER TRANSPLANT NEC,Major Therapeutic
5061,CLOSURE LIVER LACERAT,Major Therapeutic
5069,LIVER REPAIR NEC,Major Therapeutic
5091,PERCUTAN LIVER ASPIRAT,Minor Therapeutic
5092,EXTRACORPOR HEPAT ASSIS,Minor Therapeutic
5093,LOCAL PERFUSION LIVER,Minor Therapeutic
5094,HEPATIC INJECTION NEC,Minor Therapeutic
5099,LIVER OPERATION NEC,Minor Therapeutic
5101,PERCUTAN ASPIRATION GB,Minor Therapeutic
5102,TROCAR CHOLECYSTOSTOMY,Major Therapeutic
5103,CHOLECYSTOSTOMY NEC,Major Therapeutic
5104,CHOLECYSTOTOMY NEC,Major Therapeutic
5110,ENDOSC RETRO CHOLANGIOPA (Begin 1989),Minor Diagnostic
5111,ENDOSC (BILIARY TRACT) (Begin 1989),Minor Diagnostic
5112,(CLOSED) BX GB/BILE DUCT,Minor Diagnostic
5113,OPEN BIL TRCT BX,Major Diagnostic
5114,CLO ENDOSC BX BILE DUCT (Begin 1989),Minor Diagnostic
5115,SPHINCT OF ODDI MEASURE (Begin 1989),Minor Diagnostic
5119,BILIARY TR DX PROC NEC,Major Diagnostic
5121,PARTIAL CHOLECYSTECTOMY (Begin 1996),Major Therapeutic
5122,(TOTAL) CHOLECYSTECTOMY (Begin 1991),Major Therapeutic
5123,LAPAROSCOPIC CHOLECYSTEC (Begin 1991),Major Therapeutic
5124,LAPAROSCOP PART CHOLE (Begin 1996),Major Therapeutic
5131,GBTOHEPAT DUCT ANAST,Major Therapeutic
5132,GBTOINTESTINE ANASTOM,Major Therapeutic
5133,GBTOPANCREAS ANASTOM,Major Therapeutic
5134,GBTOSTOMACH ANASTOMOS,Major Therapeutic
5135,GALLBLADDER ANASTOM NEC,Major Therapeutic
5136,CHOLEDOCHOENTEROSTOMY,Major Therapeutic
5137,HEPATIC DUCTGI ANASTOM,Major Therapeutic
5139,BILE DUCT ANASTOMOS NEC,Major Therapeutic
5141,CDE FOR CALCULUS REMOV,Major Therapeutic
5142,CDE FOR OBSTRUCTION NEC,Major Therapeutic
5143,CHOLEDOCHOHEPAT INTUBAT,Major Therapeutic
5149,INCIS OBSTR BILE DUC NEC,Major Therapeutic
5151,COMMON DUCT EXPLORATION,Major Therapeutic
5159,BILE DUCT INCISION NEC,Major Therapeutic
5161,EXCIS CYST DUCT REMNANT,Major Therapeutic
5162,EXCIS AMPULLA OF VATER,Major Therapeutic
5163,COMMON DUCT EXCIS NEC,Major Therapeutic
5164,ENDOSC DESTRU BILE LES (Begin 1989),Minor Therapeutic
5169,BILE DUCT EXCISION NEC,Major Therapeutic
5171,SIMPLE SUTCOMMON DUCT,Major Therapeutic
5172,CHOLEDOCHOPLASTY,Major Therapeutic
5179,BILE DUCT REPAIR NEC,Major Therapeutic
5181,SPHINCTER OF ODDI DILAT,Major Therapeutic
5182,PANCREAT SPHINCTEROTOM,Major Therapeutic
5183,PANCREAT SPHINCTEROPLAS,Major Therapeutic
5184,ENDOSC DILATION AMPULLA (Begin 1989),Minor Therapeutic
5185,ENDOSC SPHINCTEROTOMY (Begin 1989),Minor Therapeutic
5186,ENDOSC INSER NASOBIL TUB (Begin 1989),Minor Therapeutic
5187,ENDOSC INSER STENT BILE (Begin 1989),Minor Therapeutic
5188,ENDOSC REMOVE BILE STONE (Begin 1989),Minor Therapeutic
5189,SPHINCT OF ODDI OP NEC,Major Therapeutic
5191,REPAIR GB LACERATION,Major Therapeutic
5192,CLOSURE CHOLECYSTOSTOMY,Major Therapeutic
5193,CLOS BILIARY FISTUL NEC,Major Therapeutic
5194,REVIS BILE TRACT ANASTOM,Major Therapeutic
5195,REMOVE BILE DUCT PROSTH,Major Therapeutic
5196,PERC EXTRAC COM DUC CALC,Minor Therapeutic
5197,ERCP BILIARY TRACTSE (Begin 1986),Minor Therapeutic
5198,OTH PERC PROC BIL TRCT (Begin 1986),Minor Therapeutic
5199,BILIARY TRACT OP NEC,Major Therapeutic
5201,CATH DRAINPANCREAT CYST,Major Therapeutic
5209,PANCREATOTOMY NEC,Major Therapeutic
5211,CLOSED PANCREATIC BIOPSY,Minor Diagnostic
5212,OPEN PANCREATIC BIOPSY,Major Diagnostic
5213,ENDOSC RETRO PANCREATOG (Begin 1989),Minor Diagnostic
5214,CLO ENDOSC BX PANCRE DUC (Begin 1989),Minor Diagnostic
5219,PANCREATIC DX PROC NEC,Major Diagnostic
522 ,LOCAL EXCIS PANCREAS LES (Begin 1980 End 1989),Major Therapeutic
5221,ENDOSC DESTR PANCREA LES (Begin 1989),Minor Therapeutic
5222,OTHER DESTRU PANCREA LES (Begin 1989),Major Therapeutic
523 ,PANCREAT CYST MARSUPIALI,Major Therapeutic
524 ,INT DRAIN PANCREAT CYST,Major Therapeutic
5251,PROXIMAL PANCREATECTOMY,Major Therapeutic
5252,DISTAL PANCREATECTOMY,Major Therapeutic
5253,RAD SUBTOT PANCREATECTOM,Major Therapeutic
5259,PARTIAL PANCREATECT NEC,Major Therapeutic
526 ,TOTAL PANCREATECTOMY,Major Therapeutic
527 ,RAD PANCREATICODUODENECT,Major Therapeutic
5280,PANCREAT TRANSPLANT NOS,Major Therapeutic
5281,REIMPLANT PANCREATIC TIS,Major Therapeutic
5282,PANCREATIC HOMOTRANSPLAN,Major Therapeutic
5283,PANCREATIC HETEROTRANSPL,Major Therapeutic
5284,AUTOTRANS ISLET CELLS (Begin 1996),Minor Therapeutic
5285,ALLOTRANS ISLET CELLS (Begin 1996),Minor Therapeutic
5286,TRANSPL ISLET CELLS NOS(Begin 1996),Minor Therapeutic
5291,ERCP (Begin 1980 End 1989),Major Therapeutic
5292,(OTH) CANNULAT PANCRE DUC (Begin 1980),Major Therapeutic
5293,ENDOSC INSER PANC STENT (Begin 1989),Minor Therapeutic
5294,ENDOSC REMOVE PANC STONE (Begin 1989),Minor Therapeutic
5295,PANCREATIC REPAIR NEC,Major Therapeutic
5296,PANCREATIC ANASTOMOSIS,Major Therapeutic
5297,ENDOSC INSER NASOPAN TUB (Begin 1989),Minor Therapeutic
5298,ENDOSC DIL PANCREAT DUCT (Begin 1989),Minor Therapeutic
5299,PANCREATIC OPERATION NEC (Begin 1989),Major Therapeutic
5300,UNILAT ING HERN REP NOS,Major Therapeutic
5301,REPAIR DIRECT ING HERNIA,Major Therapeutic
5302,REPAIR INDIR ING HERNIA,Major Therapeutic
5303,DIR ING HERNIA REPGRAFT,Major Therapeutic
5304,IND ING HERNIA REPGRAFT,Major Therapeutic
5305,ING HERNIA REPGRAFT NOS,Major Therapeutic
5310,BILAT ING HERNIA REP NOS,Major Therapeutic
5311,BILAT DIR ING HERN REP,Major Therapeutic
5312,BILAT IND ING HERN REP,Major Therapeutic
5313,BIL DIR/IND ING HRN REP,Major Therapeutic
5314,BIL DIR ING HRN REPGRFT,Major Therapeutic
5315,BIL IND ING HRN REPGRFT,Major Therapeutic
5316,BIL DIR/IND ING HERNPRO,Major Therapeutic
5317,BIL ING HRN REPGRFT NOS,Major Therapeutic
5321,UNIL FEMOR HRN REPGRFT,Major Therapeutic
5329,UNIL FEMOR HERN REP NEC,Major Therapeutic
5331,BIL FEM HERN REPAIRGRFT,Major Therapeutic
5339,BIL FEM HERN REPAIR NEC,Major Therapeutic
5341,UMBIL HERNIA REPAIRGRFT,Major Therapeutic
5342,LAP UMBIL HERNIA-GRAFT (begin 2008),Major Therapeutic
5343,LAP UMBILICAL HERNIA NEC (begin 2008),Major Therapeutic
5349,UMBIL HERNIA REPAIR NEC,Major Therapeutic
5351,INCISIONAL HERNIA REPAIR,Major Therapeutic
5359,ABD WALL HERN REPAIR NEC,Major Therapeutic
5361,INCIS HERNIA REPAIRGRFT,Major Therapeutic
5362,LAP INCIS HERN REPR-GRFT (begin 2008),Major Therapeutic
5363,LAP HERN ANT ABD-GFT NEC (begin 2008),Major Therapeutic
5369,ABD HERN REPAIRGRFT NEC,Major Therapeutic
537 ,ABD REPAIRDIAPHR HERNIA (end 2008),Major Therapeutic
5371,LAP ABD REP-DIAPHR HERN (begin 2008),Major Therapeutic
5372,OPN ABD DIAPHRM HERN NEC (begin 2008),Major Therapeutic
5375,ABD REP-DIAPHR HERN NOS (begin 2008),Major Therapeutic
5380,THOR REPDIAPH HERN NOS,Major Therapeutic
5381,DIAPHRAGMATIC PLICATION,Major Therapeutic
5382,PARASTERN HERNIA REPAIR,Major Therapeutic
5383,LAP THORC APP-DIAPH HERN (begin 2008),Major Therapeutic
5384,OPN THORC DIAPH HERN NEC (begin 2008),Major Therapeutic
539 ,OTHER HERNIA REPAIR,Major Therapeutic
540 ,ABDOMINAL WALL INCISION,Major Therapeutic
5411,EXPLORATORY LAPAROTOMY,Major Therapeutic
5412,REOPEN RECENT LAP SITE,Major Therapeutic
5419,LAPAROTOMY NEC,Major Therapeutic
5421,LAPAROSCOPY,Major Diagnostic
5422,ABDOMINAL WALL BIOPSY,Major Diagnostic
5423,PERITONEAL BIOPSY,Major Diagnostic
5424,CLOSED INTRAABD MASS BX (Begin 1987),Minor Diagnostic
5425,PERITONEAL LAVAGE (Begin 1993),Minor Diagnostic
5429,ABD REGION DX PROC NEC,Major Diagnostic
543 ,DESTRUCT ABD WALL LESION,Major Therapeutic
544 ,DESTRUCT PERITONEAL TISS,Major Therapeutic
545 ,PERITONEAL ADHESIOLYSIS (End 1996),Major Therapeutic
5451,LAPSC LYSIS ABD ADHES (Begin 1996),Major Therapeutic
5459,OTH LYSIS ABD ADHES (Begin 1996),Major Therapeutic
5461,RECLOSE POST OP DISRUPT,Major Therapeutic
5462,DELAYED CLOS ABD WOUND,Major Therapeutic
5463,ABD WALL SUTURE NEC,Major Therapeutic
5464,PERITONEAL SUTURE,Major Therapeutic
5471,REPAIR OF GASTROSCHISIS,Major Therapeutic
5472,ABDOMEN WALL REPAIR NEC,Major Therapeutic
5473,PERITONEAL REPAIR NEC,Major Therapeutic
5474,OMENTAL REPAIR NEC,Major Therapeutic
5475,MESENTERIC REPAIR NEC,Major Therapeutic
5491,ABDOMINAL PARACENTESIS,Minor Therapeutic
5492,REMOVE FB FROM PERITON,Major Therapeutic
5493,CREATE CUTANPERITON FIST,Major Therapeutic
5494,CREAT PERITONEOVAS SHUNT,Major Therapeutic
5495,PERITONEAL INCISION,Major Therapeutic
5496,INJEC AIRPERITON CAVITY,Minor Therapeutic
5497,INJ THERAP SUBST PERITON,Minor Therapeutic
5498,PERITONEAL DIALYSIS,Minor Therapeutic
5499,ABDOMEN REGION OPS NEC,Minor Therapeutic
5501,NEPHROTOMY,Major Therapeutic
5502,NEPHROSTOMY,Major Therapeutic
5503,PERCU NEPHROSTM W/O FRAG (Begin 1986),Major Therapeutic
5504,PERCU NEPHROSTMY W FRAG (Begin 1986),Major Therapeutic
5511,PYELOTOMY,Major Therapeutic
5512,PYELOSTOMY,Major Therapeutic
5521,NEPHROSCOPY,Minor Diagnostic
5522,PYELOSCOPY,Minor Diagnostic
5523,CLOSED RENAL BIOPSY,Minor Diagnostic
5524,OPEN RENAL BIOPSY,Major Diagnostic
5529,RENAL DIAGNOST PROC NEC,Major Diagnostic
5531,RENAL LES MARSUPIALIZAT,Major Therapeutic
5532,OPN ABLTN RENAL LES/TISS (Begin 2006),Major Therapeutic
5533,PERC ABLTN RENL LES/TISS (Begin 2006),Major Therapeutic
5534,LAP ABLTN RENAL LES/TISS (Begin 2006),Major Therapeutic
5535,ABLTN RENAL LES/TISS NEC (Begin 2006),Major Therapeutic
5539,LOC DESTR RENAL LES NEC,Major Therapeutic
554 ,PARTIAL NEPHRECTOMY,Major Therapeutic
5551,NEPHROURETERECTOMY,Major Therapeutic
5552,SOLITARY KIDNEY NEPHRECT,Major Therapeutic
5553,REJECTED KIDNEY NEPHRECT,Major Therapeutic
5554,BILATERAL NEPHRECTOMY,Major Therapeutic
